 "Клевер" (Шестерка бубен)|<p><b>Общее значение:</b>Счастье, надежда, ожидание.Положительная карта, обозначающая оправданные надежды, прекращение трудностей, удача во всех начинаниях и всех сферах жизни. Также, если эта карта находится возле карты вопрошающего обозначает, что его заветная мечта сбудется.В сочетании с неблагоприятными картами - имеет обратное значение.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Письмо" (Семерка пик)|<p><b>Общее значение:</b>Официальные документы. Новости. Важные сообщения. Карта Письмо означает бумажные официальные дела. Документом может быть деловое письмо, извещение, свидетельство, повестка. Чем ближе к карте спрашивающего, тем документ важнее. Может означать новость издалека. Это может быть и неофициальное сообщение (звонок, письмо, связь через интернет). Изображенное на карте запечатанное письмо может указывать на информацию, имеющую важное, секретное значение: признание в любви, сообщение о смерти. Рядом с хорошими картами новость хорошая, рядом с неблагоприятными картами сообщение плохое.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Ребенок" (Валет пик)|<p><b>Общее значение:</b>Новый этап. Доверие. Приятный сюрприз. Ребенок символизирует новое начало в жизни и богатство выбора возможностей. Открытость новым идеям и реализация имеющегося потенциала. Ребенок символизирует невинность, чистоту, доброту, доверие и послушание. Карта благоприятная, означает душу, нежность, гармоничные отношения. С картой Аист означает беременность, ожидание ребенка.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Метла" (Валет треф)|<p><b>Общее значение:</b>Разлад. Ссора. Раздор. Наказание. Конфликт и дисгармония внутри семьи, спор отцов и детей. Разлад среди единомышленников, отсутствие друзей, взаимопонимания с окружающими. Спор между добром и злом, неспокойная совесть, ненадежная дружба или брак, несчастная любовь. Возможно изменение жизни как наказание, новая жизнь.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Собака" (Десятка червей)|<p><b>Общее значение:</b>Единомышленник. Друг. Соратник. Доверие. Доброта. Дружба. Карта Собака символ веры, постоянства, дружбы, помощи и защиты. Символизирует верного друга, которому можно доверять. Рядом с неблагоприятной картой Змея предупреждает о вероломстве и обмане тех, кого вы называете своими друзьями.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Книга" (Десятка бубен)|<p><b>Общее значение:</b>Учение. Тайна. Секрет. Карта Книга символизирует процесс обучения, познания, образования. Может указывать на скорое открытие информации, секрета, загадки, тайны, которую от вас скрывают. Таинственность, приятные воспоминания, полезная встреча с прошлым. То, что на карте книга изображена закрытой, говорит о нереализованных возможностях, о необходимости изучения чего-либо нового, о важности образования. Если карта книга далеко от карты спрашивающего, то в ней нет ничего важного. Рядом с картой Дерево предвещает, что тайна не будет раскрыта.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Змея" (Дама треф)|<p><b>Общее значение:</b>Обман. Предательство. Змея — это враг, недоброжелатель, предатель, по отношению к которому надо быть осторожным. Это предупреждающая карта. Змея, даже если находится в окружении благоприятных карт, предупреждает об опасности, пусть пока далекой, но вполне реальной. Есть повод задуматься о том, какие люди вас сейчас окружают.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Женщина" (Туз пик)|<p><b>Общее значение:</b>Барыня. Перемены. Карта — “бланка”. Карта спрашивающей молодой девушки или женщины. Если гадают мужчине, карта Женщина означает его возлюбленную, невесту, жену или же мать или дочь. Может означать знакомую, родственницу, сотрудницу, искреннюю подругу, мощного союзника. В любом случае — это очень близкий человек. В других случаях означает приближение крупных жизненных перемен. Карта Женщина символизирует Инь — женское, пассивное начало в душе, инстинкты и слабости. Когда обе “бланки” мужчины и женщины далеки друг от друга, это означает ослабление или отсутствие связи между ними.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Ключ" (Восьмерка бубен)|<p><b>Общее значение:</b>Удача. Правильное решение. Выход. Новые начинания. Карта Ключ символизирует возможности и пути развития, близкое разрешение проблем, нахождение истины. Это благоприятная карта. Ключ к открытию выхода из запутанного лабиринта проблем, удачное решение, старт. Преодоление возникших препятствий, исчезновение сомнений, новый этап жизни, полный новых задач. Ключевой вопрос, распутывающий все остальные. Ключ прекрасно и закрывает, и открывает, поэтому символизирует и последующее движение к новым целям. В окружении негативных карт – возможно, вы пошли по неправильному пути и решение пока не найдено.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Лилии" (Король пик)|<p><b>Общее значение:</b>Добродетель. Честь. Избранность. Святость. Мудрость. Карта Лилия символизирует чистоту, невинность и обаяние. Вы в окружении хороших людей, настоящих друзей. Лилия предвещает гармоничные отношения и добродетельную жизнь. Карта всегда свидетельствуют о возвышенном, о стремлении к мечте, идеалу и обретении счастья на этом пути. Радость духовного подвига и удачи. Иногда экзальтированность. Рядом с картой спрашивающего, эта карта говорит о высоком покровительстве, мощной поддержке. В окружении плохих карт может означать опалу, конфликты, неудачи, огорчения и неприятности.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Луна" (Восьмерка червей)|<p><b>Общее значение:</b>Честь. Слава. Награда. Признание. Интуиция. Карта Луна имеет двойное значение. С одной стороны — жажда испытать наслаждения и поиск приключений. Общественное признание, слава, иногда — склонность к авантюрам. Если человек соблюдает традиции, то ему гарантирована поддержка и признание окружающих. С другой стороны — необходимость отдыха, поиска себя в ощущениях и размышлениях. Совет удалиться от дел, заняться медитацией, заглянуть в свое прошлое и понять причины происходящего. В духовном плане — успешная трансформация, преобразование способностей и опыта. Рядом с хорошими картами — награда, признание, уважение других. Рядом с плохими — непризнание заслуг, равнодушие окружающих, беспокойство и депрессия.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Якорь" (Девятка пик)|<p><b>Общее значение:</b>Стабильность. Надежность. Безопасность. Защищенность. Карта Якорь символ надежды и гарантия безопасности. Ваши отношения с другими строятся на основе доверия, верности и дружбы. Покой и безопасность вы найдете в кругу семьи или рядом с близким человеком. Вы достигнете своей цели. Рядом с неблагоприятными картами может говорить о неустойчивости и непостоянстве убеждений и предостерегать от излишнего тупого упорства, которые могут все испортить.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Сердце" (Валет червей)|<p><b>Общее значение:</b>Любовь. Счастье. Дружба. Гармония чувств, эмоциональный комфорт, новые отношения, новая любовь, расцвет сложившихся чувств и привязанностей. Очень хорошая карта, обозначает удовлетворение, радость, дружбу и семейное счастье. Самая счастливая карта в раскладе на любовь. Если Карта Сердце расположена между картой Мужчины и Женщины, то обозначает «вечную любовь».</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Крест" (Шестерка треф)|<p><b>Общее значение:</b>Страдание. Испытание. Карта Крест появляется для того, чтобы дать понять, что этот урок жизни надо пройти, как бы он ни был тяжел. Крест представляет комплекс обязанностей и набор ценностей. Вы перед лицом тяжелого испытания. Плохая карта, означающая: у каждого свой крест, своя беда или проблема, печальная участь, которая уже возникла или через которую ещё предстоит пройти. Означает невзгоды, страдания и лишения, которые мы терпеливо переносим во имя высших целей. Тяжелые страдания и тяжелая судьба, с которыми нужно смириться или принять вызов. Карта кармы. Очищение через боль.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Коса" (Валет бубен)|<p><b>Общее значение:</b>Предупреждающая карта. Время решений. Разрушение. Возможность несчастного случая, травмы, аварии. Эта карта — предупреждение о возможных опасностях. В ваших силах избежать неприятностей и конфликтов, справиться с трудностями. Настала пора решительных действий. Соседние карты дадут информацию о характере опасности – лихая езда, спортивные соревнования и другой риск для здоровья. Коса является символом рождения одного явления и смерти другого.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Сад" (Восьмерка пик)|<p><b>Общее значение:</b>Общество. Общество родственных духом. Компания. Место для перевоплощения. Мир мыслей, чувства и манеры. Карта Сад символ праздника, приглашение к радости и веселью в приятной компании. Впереди отдых, счастье и удовольствия. Предстоит встреча с друзьями и близкими людьми, может начаться новая дружба, любовная связь. Рядом с неблагоприятными картами предупреждает о дурной компании, ложной дружбе, излишней суете, необоснованных иллюзиях,  эксцентричности, ложном самодовольстве и самоуверенности.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Совы" (Семерка бубен)|<p><b>Общее значение:</b>Повседневные трудности. Процесс обучения. Карта Совы символизирует мысли о сути бытия, не очень серьезные проблемы. Нет покоя от забот. Каждодневные проблемы крутятся в голове, черные мысли не дают спокойно работать. Но трудности или проблемы не продолжительные. Не опускайте руки, ваши размышления не бесплодны, они помогают вам взглянуть на свои проблемы с новой точки зрения, лучше понять себя самого. Учитесь преодолевать страхи, с энтузиазмом возьмитесь за дело и смело в путь, вперед к новому. Соседние карты подскажут, кто или что будет полезным в пути или будет мешать.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Лиса" (Девятка треф)|<p><b>Общее значение:</b>Хитрость. Обман. Коварство. Интриги. Обольщения и соблазны. Злой дух, лукавые намерения, ложь и зло. Карта предупреждает о скрытых намерениях. Лиса — известная проныра и обманщица, поэтому берегитесь. Вас могут обмануть и устроить ловушку, возможно, без выгоды для себя, а так, для потехи. Человек должен быть особо осторожен в разговорах, быть скрытным и бдительным. Не нужно сообщать окружающим о своих планах.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
 "Гроб" (Девятка бубен)|<p><b>Общее значение:</b>Трансформация. Изменение. Окончание. Трансформация сознания, затворничество, изменение ситуации. Неблагоприятная карта. Означает недомогание, болезнь, смерть, кризис или иные серьезные проблемы в обозримом будущем и предупреждает о необходимости принять меры к их предупреждению. Обозначает поворотный пункт в жизни, новую ступень развития, обретение новой жизненной идеи, отрицание старого во имя нового. Изменения к новому будут переживаться как тяжелые испытания. Чем ближе карта к карте спрашивающего, тем серьезнее проблемы. О характере испытаний расскажут соседние карты.</p><p><b>Состояние:</b>undefined</p><p><b>Физическое состояние:</b>undefined</p><p><b>Совет:</b></p><p><b>Предупреждение:</b>undefined</p><p><b>Положительный аспект карты:</b>undefined</p><p><b>Отрицательный аспект карты:</b>undefined</p><p><b>Развитие ситуации в положительном значении:</b>undefined</p><p><b>Развитие ситуации в отрицательном значении:</b>undefined</p>
